case,scene,split,state,seed,task_id,obj,slot,frame,measured,readout,vx,vy,vx_readout,vy_readout
007_S02_V3-02_drop__m2,2,test,CENTER,2027,pd66_007_S02_V3-02_drop__m2__CENTER__s2027,1,11,42.5,1.4796020884954448,1.0621104198923983,0.1112805405033896,1.475411461791373,-1.3346338525994776,3.88676533659687
007_S02_V3-02_drop__m2,2,test,CENTER,2027,pd66_007_S02_V3-02_drop__m2__CENTER__s2027,2,11,42.5,0.7546022500610984,0.8958591988885738,0.0017034378660923722,0.754600327389744,-1.8275729234329454,-1.1373788243197729
007_S02_V3-02_drop__m2,2,test,CENTER,2027,pd66_007_S02_V3-02_drop__m2__CENTER__s2027,0,12,46.5,0.856144538935481,-1.7081051142134145,0.03488692178189012,0.8554334423189403,-1.2059667547833846,-0.1368118577263968
007_S02_V3-02_drop__m2,2,test,CENTER,2027,pd66_007_S02_V3-02_drop__m2__CENTER__s2027,1,12,46.5,0.12358472893303898,0.920550703791716,-0.1025428489629121,0.06897934003759473,1.1925867532086183,2.1736925734702215
007_S02_V3-02_drop__m2,2,test,CENTER,2027,pd66_007_S02_V3-02_drop__m2__CENTER__s2027,2,12,46.5,1.7411188995503184,3.032526063209237,0.14595736243155671,1.7349903373573397,-1.7930920245907374,3.1738185307679814
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,0,1,2.5,3.092609170251802,2.201487996441784,-0.2662648814985914,3.081125523701701,0.8139798394104754,1.7123925528367518
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,1,1,2.5,4.079126701660617,3.782530485412506,0.11403679944296527,4.077532373454983,-1.26074321564012,4.071518121311478
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,2,1,2.5,4.141947971404412,3.342734808935142,0.2438254376748546,4.134765066332522,-0.03955636835002241,3.7826135966587904
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,0,2,6.5,10.31615206432572,8.805508474056762,0.09445784613262731,10.315719612784937,-0.6171209492183081,9.898325528128847
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,1,2,6.5,9.625306878960984,10.116290854908655,-0.3042823295274502,9.620496077547717,-2.619794551522384,14.318517584234264
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,2,2,6.5,11.744774176549207,11.880185661428186,0.17196624719445025,11.743515149560755,-0.5009347402178139,10.465870711936397
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,0,3,10.5,14.84092138704382,11.369308153995078,0.11741726810266755,14.840456893288898,1.0278695344824196,12.076003981262268
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,1,3,10.5,0.7689908583967445,5.8674857572648556,0.2039748560973976,0.7414453441608544,-0.9460684800327475,3.73063882830709
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,2,3,10.5,2.070790919257163,9.639124723427036,-0.014156531401408757,-2.0707425296005795,-0.14738627202368337,-0.22007952025016864
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,0,4,14.5,9.047028139572719,8.172894891454298,0.01676972789953197,-9.047012597230468,-0.6418342823081968,-3.5298414748718026
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,1,4,14.5,3.970542481113364,4.341362186786837,0.09786122633147443,-3.969336314134489,-0.8259185726031377,-4.447761429389895
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,2,4,14.5,7.848371129071839,7.737376823226503,0.18699171424749467,-7.846143223167109,-0.817571342480439,-5.400662702846063
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,0,5,18.5,2.7917814938491308,0.8706277383289907,0.02741917169212229,-2.791646843428123,-1.6038142699280058,-6.429205723764719
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,1,5,18.5,2.2793971855847714,0.943306205584105,-0.020000687753781676,-2.279309435364394,-1.7246653970772432,-5.615833637243435
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,2,5,18.5,2.6702663937670614,1.334993221375719,-0.0760214478327498,-2.6691840238453324,-1.3197905191334687,-5.731099186412648
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,0,6,22.5,6.119639225358141,7.472639012482025,0.09946185282783518,6.118830900455907,0.2494068243919214,6.7026568682430545
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,1,6,22.5,1.6219178432321852,1.9554386893490125,-0.024737107750274843,1.6217291899990869,-4.180938963692741,0.5067578886982161
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,2,6,22.5,4.846700858728643,4.8989791681625325,0.13266188216679212,4.844884935581126,-0.8727665094167831,4.343075849114678
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,0,7,26.5,1.547145014466175,5.544473584892014,0.04833571909198327,-1.5463897807627291,1.2563338456387934,-1.1802083004385033
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,1,7,26.5,5.772350950114285,6.648668485071637,0.026560081722345787,5.772289844883415,-3.153419275093703,9.058623070699179
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,2,7,26.5,12.412313317925761,7.222495899536761,0.03520550686703246,12.412263390479733,0.7859613736025182,3.279889897075658
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,0,8,30.5,1.683905877496731,1.2260524660995502,0.009605453238191331,-1.6838784812260428,-1.0993045232093002,-2.7920960193801374
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,1,8,30.5,2.80681428776417,3.304615375167079,-0.13378840796535768,2.803623924118779,1.7721250647779034,4.1021880137667885
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,2,8,30.5,1.8217247089563067,1.9359816203737252,-0.14627492919175894,-1.815842658467932,0.17055246860490247,-0.3400877395832058
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,0,9,34.5,2.6657324906344297,2.5015922218850624,0.1656288103626366,2.6605820432382643,-0.5027081586769901,4.210446087917269
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,1,9,34.5,0.8208805033836203,0.20289734478795474,0.1333533060220134,-0.8099763555859795,-1.5847590546628052,-1.874800235299678
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,2,9,34.5,1.750529868426145,2.756552744843529,0.19460767926209427,-1.7396788989420657,-0.5147137175099683,-3.9248683062275935
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,0,10,38.5,0.8013373676361242,0.7416863790495185,0.10150834384128302,-0.7948821503220416,0.659225042044517,-1.449084760897894
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,1,10,38.5,0.8970771129834678,0.8783106208645917,0.058286258454700146,-0.8951815786275461,-3.687091282037933,1.2558007426973725
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,2,10,38.5,2.5459520025923212,2.530318140792904,-0.09459566826604941,2.5441940293635525,-2.154797430276762,3.7819586197376798
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,0,11,42.5,0.470894384823141,-1.8599656532941058,0.0872617165536667,-0.46273849470524053,-2.630041618617674,-4.233704440173496
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,1,11,42.5,1.7083002751687344,2.014792999844901,-0.016972417428928566,1.7082159603481615,-2.8996110319973134,6.725987186636844
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,2,11,42.5,0.9229462113079392,1.0391453890142817,-0.11190265493776223,-0.9161372739854869,-1.3147499252417776,-1.734125110370627
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,0,12,46.5,2.686181576975982,0.5211326830383332,-0.20707577257371668,2.6781880234401343,-1.8280918868682876,3.1202746909226335
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,1,12,46.5,0.7825962121122526,1.4795599980705925,0.09644580759686505,-0.7766305668781228,-1.7220018784393212,-0.5939106991572123
007_S02_V3-02_drop__m2,2,test,CENTER,5678,pd66_007_S02_V3-02_drop__m2__CENTER__s5678,2,12,46.5,1.9744437048562247,-0.011533320162210536,-0.044422547682074764,1.9739439153389866,-0.5544548860645111,1.0035874206416135
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,0,1,2.5,4.1648818762166275,2.687064698628798,-0.1403447148337591,4.162516595024693,1.5125260039121313,1.8760736347971245
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,1,1,2.5,2.9662456698175674,2.651596450699214,0.3427089061848164,2.946381506073692,-0.09171913751470728,3.2014139550476624
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,2,1,2.5,3.4772231885290097,3.4247842066786482,0.21279397190280633,3.470705955330368,-0.5569716935909383,4.00312251697923
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,0,2,6.5,10.976133276213078,9.880448819977254,-0.15598851540416944,10.975024796338914,-0.5624620696197404,10.271565219770388
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,1,2,6.5,10.487822753761577,9.416739934985035,0.2485711889494951,10.484876655370977,-2.2683656642627437,13.644987133224472
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,2,2,6.5,10.876265099294622,9.820716886284437,0.27121785356686134,10.872882938119073,-0.038187816595181445,9.814257704982868
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,0,3,10.5,14.803605737011171,6.512254428204005,-0.1946559632466233,14.802325894022283,3.090060266953115,5.446514200717372
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,1,3,10.5,0.6325995578521556,5.765866523077198,-0.2936965369371819,0.5602896971976634,-0.7088848184556769,3.5781750539879114
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,2,3,10.5,5.579301767363595,6.685893121928694,-0.03495046439497855,-5.579192296053714,-0.9975431823217284,-1.028227745045566
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,0,4,14.5,9.985845424274267,7.81328042937125,0.4354243335226101,-9.976347752924198,0.3890192212545899,-5.756811795534434
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,1,4,14.5,6.037437127968352,3.962071387518308,-0.137039076068163,-6.035881656046707,-2.2130476804313455,-4.688707685571836
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,2,4,14.5,1.5896480582465375,1.799357468039354,-0.06082230698714284,-1.5884840559664894,-2.2436967066753626,-3.6414006289176797
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,0,5,18.5,3.886464650270675,1.4792515336749097,0.21171096522793958,-3.8806940030110355,0.4416917953892763,-8.390784225655594
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,1,5,18.5,0.18340042541446797,1.5549636160868552,-0.027632735501811112,0.1813067786126453,-2.154558100470765,-1.1003566712102808
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,2,5,18.5,3.2832049458354233,4.0477882971699435,0.11868987807025633,3.2810588884081087,-0.09936990728582407,3.295613355880353
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,0,6,22.5,4.901748575524477,6.365321062628343,-0.30639757486264896,4.892163082295451,0.3932091459528094,3.2534947444723525
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,1,6,22.5,4.961494920486146,4.3771011762241185,0.20917033070145408,4.957083781697065,-2.073126871820553,4.9245937223412
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,2,6,22.5,0.2085371605867905,1.7340082307169125,0.09547044864009421,-0.18539994817167554,-1.6041015065344493,-2.320278557032623
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,0,7,26.5,13.935785864882462,10.924803040933444,-0.46258237130307406,13.928106304218726,2.2072945060065967,10.777611371700722
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,1,7,26.5,4.77294703726474,0.5756143172608499,0.3115007707235463,4.762771324593791,-1.346464826829694,2.1116986499197576
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,2,7,26.5,0.8603381321606166,2.351117138478496,-0.057349224748759295,0.8584245849638364,-3.254077697224713,3.122700036613652
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,0,8,30.5,5.573753848072552,1.5785194878628817,0.22907697422576803,-5.5690444152280865,-0.3846131050587933,-5.061974108587389
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,1,8,30.5,1.5207814116659406,0.6147013272110424,-0.14857877168149117,-1.513506012764492,-3.002666438045079,-0.25423367423419196
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,2,8,30.5,1.156787712345839,-0.4527590280971472,0.03303298128182632,1.1563159748018506,0.9932386159854207,2.622289716980912
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,0,9,34.5,0.7386165860500867,0.4859464379587495,-0.015201034849224016,0.7384601476909893,0.3347057741821884,-0.18380989397025083
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,1,9,34.5,2.846288659939522,0.17832496898278194,0.24306938651757265,2.8358907611257336,-0.6920465303492078,3.922052070373163
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,2,9,34.5,0.38628560993626415,0.004963057299026019,-0.02478724882799952,-0.3854895131379976,-3.088318788072005,-0.5064833071506663
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,0,10,38.5,6.4864002196835475,4.657588010198215,-0.02328510075012673,6.486358424724449,0.9056732393560375,7.3201855573791565
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,1,10,38.5,1.1948207729881695,-0.35907232668967737,-0.046200620631066155,-1.1939272097650473,-1.4712674622414672,-0.301711588862412
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,2,10,38.5,0.6668417443278346,-0.1541526036628298,0.006991044995970697,0.6668050969121737,-2.76554285024372,2.2227449781995063
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,0,11,42.5,2.3675577939476384,-1.418372814076445,0.2686588295730189,-2.352265363638776,-0.0973726497314149,-4.088976463860175
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,1,11,42.5,0.11513368700208317,-0.9672838302410236,0.014938414237781217,0.1141604557749929,-4.040917287483517,1.2081575199331467
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,2,11,42.5,0.28748046319975007,-1.340275809044888,0.014415204492911471,0.2871188231394285,-3.463978922273535,0.5239150247088284
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,0,12,46.5,1.618236492450319,-1.5931384226839445,0.28506912649941113,-1.5929296715846477,-1.736858935071569,-3.8201120333308065
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,1,12,46.5,0.12509379316553443,-0.21313918250974773,-0.022917523098362834,-0.12297660030907309,-0.9646747721101654,2.5589227782092774
007_S02_V3-02_drop__m2,2,test,CENTER,7919,pd66_007_S02_V3-02_drop__m2__CENTER__s7919,2,12,46.5,0.01869455643639579,-0.47369643649583093,0.01735354048187219,0.00695277448919569,0.08877290395913096,1.0221262677511158
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,0,1,2.5,3.748283912403081,2.973558715340566,-0.013071836884637377,3.748261118847006,0.3567976601667545,1.8188144815774956
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,1,1,2.5,3.972974118213319,3.3073463402650036,0.1836910106408368,3.968725356660832,-0.9792693062850824,2.91672882750243
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,2,1,2.5,4.124441341177056,3.5703327967688603,0.22934368168973834,4.118059962224857,-1.0089753848145786,3.492589873221278
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,0,2,6.5,12.047409861863372,10.995711411455645,-0.041107331777539,12.047339729873851,-1.9944684519946063,11.616168384179176
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,1,2,6.5,10.654497742854645,10.312342190562203,0.11934523915540467,10.653829305296085,-2.513689952597562,12.959263828097104
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,2,2,6.5,10.888149588788071,9.79389502763065,0.1639660732344737,10.886914925480676,-0.0630386014672466,9.038116603099972
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,0,3,10.5,15.016246664627138,7.977656703981594,-0.8570360885812078,14.991769509827554,3.32661182667115,5.809369025155918
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,1,3,10.5,2.2023786102190477,8.763535591332186,-0.03210942783659902,2.2021445291793156,-0.7624709755569465,3.231683312546274
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,2,3,10.5,4.873430750506258,9.12507375420406,-0.6032463976121335,-4.8359508955062775,-0.3710106260591668,-1.3032566613784033
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,0,4,14.5,12.49371866800735,8.92179023048001,0.2602102683616977,-12.491008637077892,-1.1401993609473748,-4.674067746387865
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,1,4,14.5,6.69491946759461,4.840427449229749,-0.28375448641825185,-6.68890350274354,-1.3617099338737526,-5.290216026138705
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,2,4,14.5,5.066160367530768,3.7803978816998747,-0.05732145102123241,-5.065836073225455,-1.3065021024897894,-4.790906231414106
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,0,5,18.5,1.0364578017875092,2.3430251133933857,0.13456081409631224,-1.0276858285468051,-1.0349714613503036,-3.950932946463803
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,1,5,18.5,1.7935745583901643,1.4647107902770546,-0.018817881273639613,-1.7934758386576732,-1.4754416528778618,-6.127827392219035
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,2,5,18.5,1.2193520105553457,2.306144101753084,0.07066035331522472,1.2173029368709876,-1.6197853983347266,-0.11983967393225026
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,0,6,22.5,12.697426953197544,12.141671677176523,-0.716386054826512,12.677201672776118,0.31309256483333137,12.13223259163221
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,1,6,22.5,2.091971780373712,3.462086706062273,0.031637176085791904,2.09173254001779,-4.070306425261782,1.1505392536946704
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,2,6,22.5,10.96696554407434,9.580434204372356,0.2601952345993368,10.96387849644484,-0.1276099783852629,9.82340852849218
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,0,7,26.5,6.52003567437202,4.460476556404853,0.0885738493179133,-6.5194340144141965,1.0793551841405693,-2.7624205471467738
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,1,7,26.5,7.752020594816501,8.637682300122126,0.10827887237562664,7.75126434772136,-2.8680436447633113,11.225975850154025
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,2,7,26.5,6.067872558734724,4.359664255834059,-0.16649668794053696,-6.065587872741662,-1.750483802721541,-3.2511580737424453
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,0,8,30.5,2.3502660012780026,1.4451280487221458,0.27125370287458284,-2.3345602809608748,-0.49149422157232325,-3.4155502474429422
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,1,8,30.5,1.0688758226824582,0.3943260455736386,0.24598741566360333,-1.0401854236866825,1.6368394243474342,0.008801552143838931
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,2,8,30.5,3.061411089263252,3.006016132132048,0.12650355565517657,3.0587962841403167,-0.21255157481602072,5.08497928171222
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,0,9,34.5,5.587076173051302,4.850593540182882,0.005131489666109701,5.587073816524298,0.02804655432384706,6.938897098483255
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,1,9,34.5,0.45412777983604846,-0.9987591199352339,-0.03194713904874789,0.45300267187448073,-0.5099328118029791,-1.8008715812625513
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,2,9,34.5,0.33382683772416516,2.410638189861036,-0.24076602611531825,-0.2312403041287439,-0.16144863006721222,-1.5723277957863453
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,0,10,38.5,0.4176731820268013,0.24210519650314666,-0.10549440529430285,-0.4041309409535415,0.978568732405883,-0.8417864360827507
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,1,10,38.5,2.6009841613079723,1.7261373913272178,-0.05468451681012994,2.6004092391383664,-3.300834024312172,5.195295093354091
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,2,10,38.5,0.22751621316185625,1.5124384131514836,0.11250921062654698,0.19775061257984133,-1.752649822277531,1.8256823802412185
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,0,11,42.5,0.44450260262593716,-0.8841168654091289,-0.07282942275392087,0.43849565439415983,-1.2689493380519947,-0.880595354091934
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,1,11,42.5,0.16711003657984017,-0.16600952442198214,-0.12079224662791148,0.11547725958082537,0.27664568630441533,2.204143857790757
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,2,11,42.5,0.07237029230113659,0.3237119413506111,-0.03390026139635438,-0.06393927967228592,-1.4952709188909432,-0.34481675508208354
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,0,12,46.5,0.6854075316583033,-0.9730719955596312,-0.0007008060382304393,0.6854071733829642,-0.361463037323164,1.0166995915712964
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,1,12,46.5,0.39206495993147894,-0.58723140903773,0.056774021924911725,0.3879325240818844,0.30774648244018554,0.09156638227954295
007_S02_V3-02_drop__m2,2,test,CENTER,10007,pd66_007_S02_V3-02_drop__m2__CENTER__s10007,2,12,46.5,0.15980728285113022,-0.6984185440480806,-0.04985499942022216,0.15183163927545137,0.16844587848731885,-0.9442366676862095
007_S02_V3-02_drop__m2,2,test,CENTER,12011,pd66_007_S02_V3-02_drop__m2__CENTER__s12011,0,1,2.5,3.0023804161044794,1.9337501590156863,0.24585723357433836,2.9922971750323994,1.281269630192107,1.2048506771223122
007_S02_V3-02_drop__m2,2,test,CENTER,12011,pd66_007_S02_V3-02_drop__m2__CENTER__s12011,1,1,2.5,2.76162545384684,2.127487284273714,0.4112730345045293,2.7308294780934603,-0.7307894681056111,2.7759566146554526
007_S02_V3-02_drop__m2,2,test,CENTER,12011,pd66_007_S02_V3-02_drop__m2__CENTER__s12011,2,1,2.5,3.925538472518077,3.570394327020346,0.037049895583299984,3.9253636270359493,-0.44987348304515296,3.6038462677448946
007_S02_V3-02_drop__m2,2,test,CENTER,12011,pd66_007_S02_V3-02_drop__m2__CENTER__s12011,0,2,6.5,10.73152324352008,10.382338601667904,0.25692522699716847,10.728447257359482,-1.021505484745726,11.333691745663998
